nopur,b1,b2,b3,b4,feat1,feat2,feat3,feat4,price1,price2,price3,price4,ipt,id,exp,inccat,flsize,qty
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,2,1,21.43,9,2,0
1,0,0,0,0,0,0,0,0,.122,.086,.061,.086,12,1,41.23,9,2,0
1,0,0,0,0,0,0,0,0,.122,.086,.061,.086,7,1,23.62,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,1,1,41.77,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.054,.079,1,1,42.8,9,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,3,1,3.48,9,2,0
1,0,0,0,0,0,0,0,0,.122,.081,.061,.086,3,1,5.86,9,2,0
1,0,0,0,0,0,0,0,0,.125,.086,.061,.086,1,1,10.57,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.054,.079,1,1,28.74,9,2,0
1,0,0,0,0,0,0,0,0,.108,.049,.05,.079,9,1,62.75,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.054,.079,1,1,5.58,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.054,.079,357,1,5.09,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.054,.079,5,1,8.89,9,2,0
1,0,0,0,0,1,0,0,0,.091,.086,.061,.086,5,1,19.1,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.054,.079,4,1,1.62,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.054,.079,3,1,19.98,9,2,0
1,0,0,0,0,1,0,0,0,.122,.086,.061,.076,4,1,22.61,9,2,0
0,0,0,0,1,0,0,0,0,.108,.086,.054,.079,8,1,33.95,9,2,2
1,0,0,0,0,0,0,0,0,.122,.086,.061,.086,3,1,38.74,9,2,0
1,0,0,0,0,0,0,1,0,.108,.086,.025,.079,4,1,58.34,9,2,0
1,0,0,0,0,1,0,0,0,.122,.086,.061,.086,2,1,2.39,9,2,0
1,0,0,0,0,0,0,1,0,.108,.086,.025,.079,2,1,2.09,9,2,0
1,0,0,0,0,0,0,1,0,.108,.086,.025,.079,3,1,13.32,9,2,0
1,0,0,0,0,0,0,0,0,.108,.061,.05,.079,1,1,23.75,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.025,.079,6,1,15.77,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.054,.079,5,1,19.76,9,2,0
1,0,0,0,0,0,0,0,0,.122,.086,.061,.086,1,1,9.59,9,2,0
1,0,0,0,0,1,0,0,0,.083,.086,.054,.079,9,1,60.41,9,2,0
1,0,0,0,0,0,1,0,0,.108,.049,.035,.079,3,1,9.65,9,2,0
1,0,0,0,0,0,0,0,0,.122,.086,.061,.086,4,1,32.32,9,2,0
1,0,0,0,0,0,0,0,0,.122,.086,.054,.079,8,1,46.56,9,2,0
1,0,0,0,0,0,0,0,0,.122,.086,.054,.079,3,1,1.99,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.043,.079,2,1,21.14,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.031,.079,4,1,12.05,9,2,0
1,0,0,0,0,0,0,0,0,.122,.086,.061,.086,5,1,76.62,9,2,0
1,0,0,0,0,0,0,1,0,.108,.086,.031,.079,8,1,16.66,9,2,0
1,0,0,0,0,0,0,0,0,.085,.086,.054,.086,1,1,16.78,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.031,.079,6,1,56.26,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.031,.079,1,1,10.39,9,2,0
1,0,0,0,0,0,0,0,0,.122,.086,.061,.086,5,1,15.59,9,2,0
1,0,0,0,0,0,0,0,0,.122,.073,.054,.076,3,1,27.09,9,2,0
1,0,0,0,0,0,0,0,1,.083,.086,.054,.063,8,1,60.83,9,2,0
1,0,0,0,0,0,0,0,0,.122,.086,.061,.086,6,1,1.49,9,2,0
1,0,0,0,0,0,0,0,1,.115,.086,.061,.063,1,1,27.5,9,2,0
1,0,0,0,0,0,0,0,1,.115,.086,.061,.063,2,1,39.98,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.056,.044,1,1,41.94,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.056,.044,6,1,19.63,9,2,0
1,0,0,0,0,0,0,0,0,.122,.086,.061,.086,8,1,3.67,9,2,0
1,0,0,0,0,0,1,0,0,.115,.063,.061,.079,4,1,.5,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.056,.079,1,1,58.14,9,2,0
1,0,0,0,0,0,0,1,0,.115,.063,.061,.079,6,1,38.65,9,2,0
1,0,0,0,0,0,0,0,0,.115,.073,.061,.079,4,1,8.99,9,2,0
1,0,0,0,0,0,0,0,0,.115,.073,.061,.079,4,1,22.73,9,2,0
1,0,0,0,0,0,0,0,0,.122,.086,.061,.086,4,1,85.85,9,2,0
1,0,0,0,0,0,0,0,0,.115,.086,.061,.079,8,1,45.51,9,2,0
1,0,0,0,0,0,0,0,0,.122,.086,.061,.086,4,1,12.95,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.056,.063,5,1,21.51,9,2,0
1,0,0,0,0,0,0,0,0,.103,.081,.025,.079,5,1,7.81,9,2,0
1,0,0,0,0,1,0,0,0,.115,.086,.061,.069,1,1,21.28,9,2,0
1,0,0,0,0,0,0,1,0,.108,.086,.041,.063,3,1,48.59,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.058,.065,7,1,26.7,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.056,.079,11,1,72.58,9,2,0
1,0,0,0,0,0,0,0,0,.055,.063,.061,.063,11,1,6.75,9,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.056,.079,4,1,20.73,9,2,0
0,1,0,0,0,0,0,0,0,.108,.098,.05,.079,20,2,3.69,7,2,1
0,1,0,0,0,0,0,0,0,.108,.098,.05,.079,2,2,50.93,7,2,1
0,1,0,0,0,0,0,0,0,.108,.098,.05,.079,2,2,18.35,7,2,1
0,1,0,0,0,0,0,0,0,.108,.098,.05,.079,2,2,31.91,7,2,1
1,0,0,0,0,0,0,0,0,.108,.09,.05,.079,3,2,34.3,7,2,0
1,0,0,0,0,0,0,0,0,.108,.09,.05,.079,2,2,36.92,7,2,0
1,0,0,0,0,0,0,0,0,.108,.09,.05,.079,1,2,12.77,7,2,0
1,0,0,0,0,0,0,0,0,.11,.081,.061,.079,1,2,3.6,7,2,0
1,0,0,0,0,0,0,0,0,.108,.09,.05,.079,2,2,11.64,7,2,0
1,0,0,0,0,0,0,0,0,.108,.09,.05,.079,3,2,19.8,7,2,0
1,0,0,0,0,0,0,0,0,.108,.09,.05,.079,6,2,49.28,7,2,0
0,0,0,0,1,0,0,0,0,.108,.081,.05,.086,2,2,25.27,7,2,6
0,0,0,0,1,0,0,0,0,.108,.081,.05,.086,2,2,35.7,7,2,2
1,0,0,0,0,0,0,0,0,.108,.09,.05,.079,1,2,15.14,7,2,0
1,0,0,0,0,0,0,0,0,.125,.09,.049,.079,1,2,3.74,7,2,0
1,0,0,0,0,0,0,0,0,.125,.09,.049,.079,1,2,12,7,2,0
0,0,0,0,1,0,0,0,0,.108,.081,.05,.079,4,2,30.65,7,2,2
1,0,0,0,0,0,0,0,0,.103,.09,.049,.079,3,2,12.74,7,2,0
1,0,0,0,0,0,0,0,0,.108,.09,.05,.079,4,2,48.04,7,2,0
1,0,0,0,0,0,0,0,0,.112,.09,.05,.079,3,2,22.25,7,2,0
1,0,0,0,0,0,0,0,0,.115,.068,.05,.086,2,2,25.9,7,2,0
1,0,0,0,0,0,0,0,0,.115,.068,.05,.086,1,2,24.04,7,2,0
1,0,0,0,0,0,0,0,0,.112,.09,.05,.079,2,2,24.75,7,2,0
0,0,0,0,1,0,0,0,0,.108,.081,.05,.079,2,2,58.26,7,2,8
0,0,0,0,1,0,0,0,0,.108,.081,.05,.079,3,2,24.46,7,2,8
0,0,0,0,1,0,0,0,0,.108,.081,.05,.079,7,2,46.73,7,2,6
1,0,0,0,0,0,0,0,0,.108,.09,.05,.079,7,2,46.51,7,2,0
0,0,0,0,1,0,0,0,0,.108,.081,.05,.079,3,2,24.43,7,2,2
0,0,0,0,1,0,0,0,0,.108,.081,.05,.081,1,2,16.49,7,2,4
0,0,0,0,1,0,0,0,0,.108,.081,.05,.079,1,2,4.26,7,2,4
0,0,0,0,1,0,0,0,0,.108,.081,.05,.079,3,2,67.23,7,2,2
0,0,0,0,1,0,0,0,0,.108,.081,.05,.079,1,2,15.14,7,2,2
1,0,0,0,0,0,0,0,0,.108,.09,.05,.079,2,2,9.18,7,2,0
1,0,0,0,0,0,0,0,0,.108,.09,.05,.079,4,2,49.38,7,2,0
0,0,0,0,1,0,0,0,0,.108,.081,.05,.081,5,2,27.44,7,2,7
1,0,0,0,0,0,0,0,0,.108,.077,.05,.079,5,2,24.2,7,2,0
1,0,0,0,0,0,0,0,0,.108,.077,.05,.079,2,2,7,7,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.081,2,2,14.67,7,2,0
1,0,0,0,0,0,0,0,0,.108,.09,.05,.079,5,2,38.36,7,2,0
0,0,0,0,1,0,0,0,0,.112,.081,.05,.079,4,2,5.94,7,2,1
0,0,0,0,1,0,0,0,0,.112,.081,.05,.079,3,2,29.87,7,2,1
0,0,0,0,1,0,0,0,0,.112,.081,.05,.079,2,2,39.17,7,2,1
1,0,0,0,0,0,0,0,0,.108,.09,.05,.079,2,2,32.37,7,2,0
1,0,0,0,0,0,0,0,0,.108,.09,.05,.079,4,2,46.86,7,2,0
0,0,0,0,1,0,0,0,0,.108,.081,.05,.081,1,2,30.04,7,2,14
1,0,0,0,0,0,1,0,0,.108,.081,.05,.079,1,2,22.48,7,2,0
1,0,0,0,0,0,1,0,0,.108,.081,.05,.079,1,2,7.83,7,2,0
1,0,0,0,0,0,1,0,0,.108,.081,.05,.079,4,2,52.77,7,2,0
1,0,0,0,0,0,0,0,0,.108,.083,.05,.079,5,2,20.52,7,2,0
1,0,0,0,0,0,0,0,0,.108,.083,.05,.079,2,2,33.94,7,2,0
1,0,0,0,0,0,0,0,0,.108,.095,.05,.079,5,2,42.39,7,2,0
1,0,0,0,0,0,0,0,0,.108,.095,.05,.079,2,2,16.09,7,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,5,2,62.49,7,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,4,2,19.83,7,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,2,2,17.47,7,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,3,2,65.71,7,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,1,2,27.58,7,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,7,2,31.83,7,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,1,2,30.05,7,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.081,3,2,36.5,7,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,3,2,4.17,7,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,5,2,7.43,7,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,1,2,49.95,7,2,0
1,0,0,0,0,0,0,0,0,.115,.09,.049,.079,1,2,22.31,7,2,0
1,0,0,0,0,0,0,0,0,.115,.09,.049,.079,4,2,20.3,7,2,0
1,0,0,0,0,0,0,0,0,.115,.09,.049,.079,1,2,3.08,7,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,1,2,40.76,7,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,7,2,49.86,7,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,3,2,6.66,7,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,3,2,58.84,7,2,0
1,0,0,0,0,0,0,0,0,.115,.081,.05,.081,1,2,6.54,7,2,0
1,0,0,0,0,0,0,0,0,.11,.126,.064,.079,1,2,5.38,7,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,5,2,30.2,7,2,0
1,0,0,0,0,0,0,0,0,.108,.081,.05,.079,2,2,66.06,7,2,0
1,0,0,0,0,0,1,0,0,.108,.044,.05,.079,4,2,25.61,7,2,0
1,0,0,0,0,0,1,0,0,.108,.044,.05,.079,2,2,29.44,7,2,0
1,0,0,0,0,0,1,0,0,.108,.044,.05,.079,2,2,24.1,7,2,0
1,0,0,0,0,0,0,0,0,.108,.048,.05,.079,3,2,23.44,7,2,0
1,0,0,0,0,0,0,0,0,.117,.086,.05,.084,2,2,20.8,7,2,0
1,0,0,0,0,0,0,0,0,.117,.086,.05,.084,1,2,7.66,7,2,0
1,0,0,0,0,0,0,0,0,.108,.048,.05,.079,1,2,31.58,7,2,0
1,0,0,0,0,0,0,0,0,.108,.063,.05,.079,5,2,27.75,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,5,2,33.57,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,4,2,51.88,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,1,2,13.73,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,4,2,73.86,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,1,2,1.17,7,2,0
1,0,0,0,0,0,0,0,0,.122,.086,.05,.086,2,2,18.53,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,1,2,9.59,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,3,2,20.04,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,2,2,30.82,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,2,2,12.64,7,2,0
1,0,0,0,0,0,1,0,0,.108,.045,.05,.079,3,2,48.27,7,2,0
1,0,0,0,0,0,1,0,0,.108,.045,.05,.079,4,2,57.13,7,2,0
1,0,0,0,0,0,0,0,0,.108,.042,.05,.079,2,2,7.82,7,2,0
1,0,0,0,0,0,0,0,0,.108,.042,.05,.079,2,2,27.51,7,2,0
1,0,0,0,0,0,0,0,0,.108,.042,.05,.079,1,2,36.79,7,2,0
1,0,0,0,0,0,0,0,0,.108,.042,.05,.079,2,2,27.25,7,2,0
1,0,0,0,0,0,0,0,0,.108,.042,.05,.079,1,2,19.38,7,2,0
1,0,0,0,0,0,0,0,0,.108,.063,.05,.079,6,2,58.07,7,2,0
1,0,0,0,0,0,0,0,0,.122,.086,.05,.086,1,2,10.88,7,2,0
1,0,0,0,0,0,1,0,0,.108,.063,.05,.079,3,2,49.48,7,2,0
1,0,0,0,0,0,0,0,0,.122,.086,.05,.086,1,2,22.11,7,2,0
1,0,0,0,0,0,0,0,0,.108,.051,.05,.079,3,2,37.89,7,2,0
1,0,0,0,0,0,0,0,0,.108,.051,.05,.079,5,2,19.25,7,2,0
1,0,0,0,0,0,0,0,0,.108,.061,.05,.079,2,2,5.42,7,2,0
1,0,0,0,0,0,0,0,0,.108,.061,.05,.079,3,2,4.36,7,2,0
1,0,0,0,0,0,0,0,0,.108,.061,.05,.079,2,2,86.88,7,2,0
1,0,0,0,0,0,0,0,0,.122,.086,.05,.086,1,2,16.06,7,2,0
1,0,0,0,0,0,0,0,0,.108,.047,.05,.079,4,2,33.15,7,2,0
1,0,0,0,0,0,0,0,0,.108,.047,.05,.079,3,2,15.33,7,2,0
1,0,0,0,0,0,0,1,0,.112,.086,.061,.079,1,2,3.69,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,1,2,61.5,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,1,2,13.89,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,4,2,48.46,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,1,2,17.82,7,2,0
1,0,0,0,0,0,0,0,0,.108,.049,.05,.079,1,2,24.01,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,9,2,21.43,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,3,2,57.79,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.054,.079,2,2,9.85,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,2,2,11.32,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,4,2,34.91,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,2,2,40.13,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,5,2,39.43,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,1,2,35.05,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,4,2,53.88,7,2,0
1,0,0,0,0,0,0,0,1,.055,.086,.05,.069,5,2,23.68,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,3,2,96.29,7,2,0
1,0,0,0,0,0,0,0,0,.108,.049,.05,.079,1,2,11.75,7,2,0
1,0,0,0,0,0,0,0,0,.108,.049,.05,.079,5,2,55.18,7,2,0
1,0,0,0,0,1,0,0,0,.083,.086,.05,.076,1,2,16.92,7,2,0
1,0,0,0,0,0,0,0,0,.108,.086,.05,.079,5,2,78.42,7,2,0
1,0,0,0,0,0,0,0,0,.115,.086,.05,.086,3,2,6.54,7,2,0
1,0,0,0,0,0,1,0,0,.108,.054,.05,.079,1,2,7.43,7,2,0
1,0,0,0,0,0,0,0,0,.122,.086,.05,.086,2,2,33.06,7,2,0
1,0,0,0,0,0,1,0,0,.108,.054,.05,.079,2,2,52.36,7,2,0
1,0,0,0,0,0,0,0,0,.108,.06,.05,.079,3,2,22.63,7,2,0
1,0,0,0,0,0,0,0,0,.108,.06,.05,.079,4,2,47.09,7,2,0
1,0,0,0,0,0,0,0,0,.108,.06,.05,.079,1,2,9.55,7,2,0
1,0,0,0,0,0,0,0,0,.122,.086,.05,.086,4,2,24.26,7,2,0
1,0,0,0,0,0,0,0,0,.108,.063,.05,.079,1,2,37.72,7,2,0
1,0,0,0,0,0,0,0,0,.108,.063,.05,.079,1,2,23.54,7,2,0
1,0,0,0,0,0,0,0,0,.108,.069,.05,.079,2,2,29.87,7,2,0
1,0,0,0,0,0,0,0,0,.108,.069,.05,.079,2,2,84.31,7,2,0
1,0,0,0,0,0,0,0,0,.108,.069,.05,.079,1,2,31.76,7,2,0
1,0,0,0,0,0,0,0,0,.108,.069,.05,.079,3,2,21.18,7,2,0
